Palabra,Agrado,Activacion,Imaginabilidad,stdev_agrd,stdev_act,stdev_imag
porqué_N,2,2,2,0,0,0.7071
permanente_A,2,2.6,1.8,0.7071,0.5477,0.8367
reclamar_V,1.2,2.8,2.8,0.4472,0.4472,0.4472
oficialmente_R,2,2.2,2,0,0.4472,0.7071
abismo_N,1.4,1.4,2.2,0.5477,0.8944,1.0954
oposición_N,1.6,2.8,2.6,0.5477,0.4472,0.5477
ahogar_V,1,3,2.8,0,0,0.4472
competición_N,2.4,3,3,0.5477,0,0
futuro_A,2.8,2.8,1.6,0.4472,0.4472,0.8944
militar_V,1.8,2.6,2.6,0.4472,0.5477,0.5477
característico_A,2,1.6,2,0,0.5477,0.7071
democrático_A,2.6,2.4,2.6,0.5477,0.5477,0.5477
freír_V,1.8,2.8,3,0.4472,0.4472,0
puta_N,1.6,2.8,2.4,0.8944,0.4472,0.8944
electoral_A,1.8,2.8,2.8,0.4472,0.4472,0.4472
delgado_A,2.4,2.2,2.6,0.5477,0.4472,0.5477
aldea_N,2.4,2.2,2.8,0.5477,0.8367,0.4472
albergar_V,2.6,2.8,2.6,0.5477,0.4472,0.5477
lector_N,3,2.8,3,0,0.4472,0
poblar_V,2.2,2.8,2.6,0.4472,0.4472,0.5477
extranjero_N,2.2,2,2.6,0.4472,0,0.5477
virtud_N,2.8,2.2,2.6,0.4472,0.4472,0.5477
virgen_A,1.8,1.8,2.6,0.4472,0.4472,0.5477
adulto_N,2.2,2.2,2.8,0.4472,0.4472,0.4472
pesadilla_N,1.2,2.4,2.4,0.4472,0.8944,0.8944
multitud_N,1.2,2.6,3,0.4472,0.5477,0
dorar_V,2.4,2.8,2.8,0.5477,0.4472,0.4472
jurar_V,1.8,2.6,2.4,0.4472,0.5477,0.5477
previo_A,2,2,2,0,0,0
inteligencia_N,2.8,2.8,2.8,0.4472,0.4472,0.4472
herramienta_N,2.4,2.6,2.8,0.5477,0.5477,0.4472
contrario_N,2,2.2,2,0.7071,0.4472,0.7071
apertura_N,2.2,2.2,2.4,0.4472,0.4472,0.5477
aliado_N,2.8,2.2,2.4,0.4472,0.8367,0.5477
lavar_V,2.8,3,3,0.4472,0,0
presidencia_N,2,2.6,2.8,0.7071,0.5477,0.4472
programar_V,2.8,2.8,2.8,0.4472,0.4472,0.4472
cantante_N,2.4,2.4,2.8,0.5477,0.5477,0.4472
pago_N,2.2,2.2,2.8,0.8367,0.8367,0.4472
primario_A,2.4,2.4,2,0.5477,0.5477,0.7071
gozar_V,3,2.8,2.8,0,0.4472,0.4472
suceso_N,2,2,2,0,0.7071,0
acostar_V,2.4,2.8,2.4,0.5477,0.4472,0.5477
grande_N,2.2,2.4,2.4,0.4472,0.5477,0.5477
reunión_N,2.6,2.6,3,0.5477,0.5477,0
nostalgia_N,2,2,2.2,0.7071,0.7071,0.8367
advertir_V,2,2.8,2.6,0.7071,0.4472,0.5477
solista_N,2.6,2.6,3,0.5477,0.5477,0
conversar_V,2.6,3,3,0.5477,0,0
impulsar_V,2.4,2.8,3,0.5477,0.4472,0
silencioso_A,2,2.2,2.8,0.7071,0.4472,0.4472
recientemente_R,2.2,2.2,1.8,0.4472,0.4472,0.8367
mezcla_N,2.2,1.8,2.2,0.4472,0.4472,0.8367
herida_N,1,2.8,3,0,0.4472,0
primo_N,2.2,2.2,2.2,0.4472,0.4472,0.4472
murmullo_N,1.6,3,2.6,0.5477,0,0.8944
agitar_V,2.2,3,2.8,0.4472,0,0.4472
batería_N,2,2.4,2.8,0.7071,0.5477,0.4472
rutina_N,1.2,2.2,2.2,0.4472,1.0954,0.8367
milagro_N,2.8,2.4,1.6,0.4472,0.8944,0.8944
tramo_N,2,2,1.8,0,0,0.8367
cabecera_N,2,2.2,2.2,0,0.4472,0.8367
familiar_N,2.8,2,2.2,0.4472,0.7071,0.8367
bien_N,3,2.4,2.4,0,0.8944,0.8944
contribuir_V,3,2.6,2.8,0,0.8944,0.4472
arquitectónico_A,2.6,2.2,2.2,0.5477,0.8367,0.8367
declaración_N,2,3,1.8,0,0,0.8367
dias_N,2,2.2,2.6,0,0.4472,0.5477
llama_N,2.4,2.4,3,0.8944,0.8944,0
ascenso_N,2.6,3,2.6,0.5477,0,0.5477
ama_N,1.8,2.2,2.2,0.8367,0.8367,0.8367
excelente_A,3,2,2.2,0,0,0.8367
fluir_V,2.4,2.8,2.2,0.5477,0.4472,0.8367
audiencia_N,2.4,2.2,2.2,0.5477,0.8367,0.8367
riqueza_N,2.8,2,2.4,0.4472,0,0.8944
modificar_V,2.4,3,2.6,0.5477,0,0.5477
vela_N,2.4,1.8,3,0.5477,0.8367,0
engañar_V,1,3,3,0,0,0
exitoso_A,3,2.6,2.2,0,0.5477,0.8367
loco_N,2,2.2,2.8,0.7071,0.4472,0.4472
indígena_N,2.2,2.4,3,0.4472,0.5477,0
miel_N,2.6,1.4,3,0.5477,0.5477,0
mentir_V,1.2,2.8,2.8,0.4472,0.4472,0.4472
tendencia_N,2.2,2,1.2,0.4472,0.7071,0.4472
piedad_N,2.2,2.4,1.2,0.4472,0.5477,0.4472
solar_A,2.6,2.2,2,0.5477,0.4472,1
turismo_N,3,3,3,0,0,0
moral_A,3,2.2,1.4,0,0.8367,0.8944
borrar_V,2,3,1.8,0,0,0.8367
decreto_N,2,2.6,1.4,0,0.5477,0.5477
definitivo_A,2,2.4,1.2,0,0.8944,0.4472
aqui_N,2.4,1.8,1.6,0.5477,0.4472,0.8944
cura_N,2.2,1.8,2.4,1.0954,0.8367,0.8944
especializar_V,2.2,2.6,1.4,0.4472,0.8944,0.5477
fumar_V,1.4,3,3,0.8944,0,0
droga_N,1.2,2.8,3,0.4472,0.4472,0
monje_N,2.2,1.8,2.6,0.4472,0.4472,0.5477
azul_N,2.8,1.4,3,0.4472,0.5477,0
notable_A,2.4,1.8,1.6,0.5477,0.4472,0.5477
oriente_N,2.2,1.8,2,0.4472,0.4472,1
vidrio_N,2.2,1.4,3,0.4472,0.5477,0
renta_N,1.8,1.8,2.2,0.4472,0.4472,0.4472
amigo_A,3,2.4,2.8,0,0.8944,0.4472
pato_N,2.6,2.6,3,0.5477,0.5477,0
precioso_A,3,1.6,2.4,0,0.5477,0.8944
pluma_N,3,2.2,3,0,0.8367,0
atar_V,1.8,2.8,3,0.8367,0.4472,0
satisfacer_V,3,3,2,0,0,1
caliente_A,2.4,2,3,0.5477,0.7071,0
agrupar_V,2,2.8,3,0,0.4472,0
nominar_V,2.2,2.8,2.2,0.4472,0.4472,0.8367
posesión_N,2,2.4,2,0,0.5477,1
respetar_V,3,2.8,2.6,0,0.4472,0.5477
precisamente_R,2.2,2,2,0.4472,0.7071,1
implicar_V,2,2.4,2,0,0.8944,0.7071
editorial_N,2.2,2.2,2.8,0.4472,0.4472,0.4472
misterioso_A,2,2,2.2,0.7071,0.7071,1.0954
impacto_N,1.8,2.6,2.6,0.8367,0.5477,0.5477
margen_N,2,2,2.2,0,0,1.0954
descubrimiento_N,3,2.8,2.8,0,0.4472,0.4472
constar_V,2,1.8,1,0,0.4472,0
sabio_A,3,2.2,2.6,0,0.8367,0.8944
isleño_A,2.2,2,2.6,0.4472,0.7071,0.5477
cárcel_N,1.4,1.6,2.6,0.5477,0.8944,0.8944
tradicionalmente_R,2.4,2,1.8,0.5477,0,0.4472
manifestar_V,2,2.6,2.4,0.7071,0.8944,0.8944
invisible_A,2,2,2.6,0.7071,0,0.8944
propuesta_N,2.6,2.8,2.2,0.5477,0.4472,0.4472
universitario_A,2.8,2.6,2.8,0.4472,0.5477,0.4472
paular_V,2,2,1.4,0.7071,0.7071,0.5477
divertir_V,2.8,2.8,2.4,0.4472,0.4472,0.8944
rueda_N,2.4,2.6,3,0.5477,0.5477,0
ventaja_N,2.2,2.4,2,0.8367,0.5477,0.7071
ubicación_N,2,1.6,2.2,0,0.5477,0.4472
patrimonio_N,1.8,2,2.2,0.8367,0.7071,1.0954
vano_A,1.6,1.6,1.4,0.8944,0.5477,0.5477
signo_N,2.2,1.8,2.2,0.4472,0.4472,1.0954
bestia_N,1.8,2.4,3,0.8367,0.5477,0
convento_N,1.4,1.4,3,0.5477,0.5477,0
pico_N,2.4,2.6,2.8,0.5477,0.5477,0.4472
tour_N,2.6,2.8,2.6,0.8944,0.4472,0.5477
comprobar_V,2.6,3,2.4,0.5477,0,0.8944
estallar_V,1.4,3,2.6,0.5477,0,0.8944
ejercicio_N,2.4,3,3,0.8944,0,0
físico_N,2.4,2.2,2.6,0.5477,0.8367,0.5477
lloro_N,1,2.6,3,0,0.8944,0
lucir_V,2.8,2.6,2.6,0.4472,0.5477,0.5477
insistir_V,1.2,3,2.4,0.4472,0,0.8944
disposición_N,2.6,2,1.8,0.5477,1,0.8367
pobre_N,1.2,1.4,2.8,0.4472,0.5477,0.4472
escala_N,2.4,1.8,2.2,0.5477,0.8367,0.8367
eje_N,2.6,1.8,2.6,0.5477,0.8367,0.8944
madrugada_N,2.6,2,2.8,0.5477,0.7071,0.4472
invitado_N,2.4,2,2.8,0.5477,0.7071,0.4472
danzar_V,2.8,3,2.8,0.4472,0,0.4472
ciego_A,1.6,1.2,2.6,0.5477,0.4472,0.8944
jornada_N,2,2.4,2.4,0,0.5477,0.8944
enemigo_A,1.2,2.2,2.6,0.4472,0.8367,0.5477
exacto_A,2.8333,2.1667,2.6667,0.4082,0.4082,0.8165
adaptar_V,2.4,2.6,2,0.5477,0.5477,1
impulso_N,2.4,2.8,1.8,0.5477,0.4472,0.8367
aparato_N,2.2,1.6,2.6,0.4472,0.8944,0.5477
comarca_N,2.6,1.4,3,0.5477,0.5477,0
pelea_N,1.1667,3,3,0.4082,0,0
legislatura_N,1.8333,2,2.6667,0.4082,0.6325,0.5164
explotar_V,1.5,3,2.8333,0.5477,0,0.4082
respectivamente_R,2.1667,2,1.3333,0.4082,0,0.8165
específico_A,2.3333,2,1.5,0.5164,0,0.5477
manejar_V,2.5,3,2.6667,0.5477,0,0.5164
productor_N,2.4,2.6,2.8,0.5477,0.5477,0.4472
automóvil_N,2.8,2.6,3,0.4472,0.8944,0
toro_N,2.4,2.6,2.8,0.5477,0.5477,0.4472
prisa_N,1.6,3,3,0.8944,0,0
posiblemente_R,2.2,1.8,1.6,0.8367,0.8367,0.8944
aumento_N,2.2,2.4,2.6,0.8367,0.8944,0.8944
isleño_N,2.6,2,2.8,0.5477,0.7071,0.4472
delante_R,2.2,2,2.8,0.4472,0,0.4472
victoria_N,3,2.6,3,0,0.5477,0
alzar_V,2.6667,3,3,0.5164,0,0
material_A,2,2,2.5,0.6325,0.6325,0.8367
canto_N,3,2.8333,2.8333,0,0.4082,0.4082
delicado_A,2.6667,2,2.8333,0.5164,0.8944,0.4082
tardar_V,1.3333,2.1667,2.6667,0.5164,0.9832,0.8165
originario_A,2.2,2.2,2.2,0.4472,0.4472,1.0954
coincidir_V,2.8,2.6,2.2,0.4472,0.5477,1.0954
ensayo_N,2.6,2.6,2.8,0.5477,0.5477,0.4472
penetrar_V,2.2,3,2.8,0.8367,0,0.4472
candidatura_N,2.2,2.8,2.2,0.4472,0.4472,1.0954
talvez_R,2,2,2,0,0.7071,1
desesperación_N,1,2.6,2.6,0,0.8944,0.8944
avenida_N,2,2.6,3,0.7071,0.5477,0
semifinal_N,2.6,2.6,2.8,0.5477,0.5477,0.4472
planear_V,3,3,2.6,0,0,0.5477
seguro_N,2.8,2.8,2.4,0.4472,0.4472,0.8944
comparar_V,1.8,2.4,3,0.4472,0.8944,0
agradable_A,3,2.4,2.4,0,0.5477,0.8944
quebrar_V,2,3,2.8,0.7071,0,0.4472
fórmula_N,2.4,2,2.8,0.5477,0,0.4472
colectivo_A,2.4,2.4,2.8,0.5477,0.5477,0.4472
silueta_N,2.6,2.2,3,0.5477,0.4472,0
renunciar_V,2,2.8,2.8,0.7071,0.4472,0.4472
supremo_A,2.8,2,1.8,0.4472,0,0.8367
rosa_A,2.6,2.4,3,0.5477,0.5477,0
prever_V,2.6,2.8,2.2,0.5477,0.4472,0.8367
intervención_N,2,3,2.2,0.7071,0,0.8367
despierto_A,2.2,2.8,2.4,0.4472,0.4472,0.5477
usuario_N,2,2.6,2.8,0,0.5477,0.4472
anciano_A,2.4,2.2,3,0.5477,0.8367,0
contratar_V,2.4,2.8,2.2,0.5477,0.4472,0.4472
monstruo_N,1.4286,2.4286,3,0.5345,0.5345,0
restaurante_N,2.8333,2.3333,3,0.4082,0.8165,0
tarde_N,2.5,2.5,2.8333,0.5477,0.5477,0.4082
humor_N,2.8333,2.8333,2.8333,0.4082,0.4082,0.4082
plantar_V,2.6,2.8,3,0.5477,0.4472,0
saber_N,3,2.8,2.8,0,0.4472,0.4472
bomba_N,1.6,2.8,3,0.5477,0.4472,0
inundar_V,1.8,2,3,0.4472,0.7071,0
cuchillo_N,1.8,2.2,3,0.4472,0.8367,0
homenaje_N,3,2.8,3,0,0.4472,0
consolidar_V,2.4,2.2,2.2,0.5477,0.4472,0.4472
competir_V,2.6,3,2.8,0.5477,0,0.4472
league_V,2.2,2.2,1.8,0.4472,0.4472,0.8367
coste_N,2.2,1.8,1.8,0.4472,0.4472,0.8367
concentración_N,2.6,2.6,2.2,0.5477,0.5477,1.0954
elegido_N,2.6,2.8,2.8,0.5477,0.4472,0.4472
definición_N,2.4,2,1.8,0.5477,0,0.8367
exactamente_R,2.4,2.2,1.6,0.5477,0.4472,0.5477
combinar_V,2.2,2.4,2.2,0.4472,0.5477,0.8367
ceremonia_N,2.4,2.2,2.8,0.5477,0.4472,0.4472
cruz_N,1.6,2,3,0.8944,0.7071,0
criticar_V,1.2,2.8,2.6,0.4472,0.4472,0.5477
inocente_A,2.6,1.8,2.8,0.5477,0.4472,0.4472
palpitar_V,2.4,2.6,2.4,0.8944,0.8944,0.8944
ganador_N,2.8,3,2.8,0.4472,0,0.4472
celebración_N,3,2.8,3,0,0.4472,0
hilo_N,2,2,3,0,0,0
pisar_V,1.8,2.6,3,0.8367,0.5477,0
basura_N,1.2,1.8,3,0.4472,0.8367,0
mueca_N,2.2,2.6,2.8,0.4472,0.5477,0.4472
extranjero_A,2.4,2.2,2.4,0.5477,0.4472,0.8944
endémico_A,1.2,3,2,0.4472,0,1
bronce_N,2.2,2,2.8,0.4472,0,0.4472
pálido_A,2,1.8,3,0.7071,0.4472,0
legislativo_A,1.6,2.4,1.6,0.5477,0.8944,0.8944
católico_N,1.2,1.6,2.2,0.4472,0.5477,1.0954
posar_V,2.4,2.4,2.6,0.5477,0.8944,0.8944
preocupación_N,1,2.6,2.2,0,0.5477,0.8367
amargo_A,1,1.4,3,0,0.5477,0
hembra_N,2.4,1.6,3,0.8944,0.5477,0
escoger_V,2.6,2.8,2.2,0.5477,0.4472,0.4472
procedente_A,1.8,1.6,2.2,0.4472,0.5477,0.8367
técnico_A,2.1667,2,2.1667,0.4082,0,0.7528
consuelo_N,2.3333,2,2.3333,1.0328,1.0954,0.5164
confesar_V,1.8333,2.5,2.1667,0.7528,0.8367,0.7528
pop_N,2.6,2.6,2.8,0.5477,0.5477,0.4472
socialista_A,2.1667,2.3333,2.5,0.9832,0.5164,0.8367
español_A,2.3333,2,2.3333,0.5164,0,0.5164
contexto_N,2,1.6,2.2,0.7071,0.5477,0.8367
humedad_N,1.6,2,3,0.8944,1,0
moda_N,2.2,2.4,2.6,0.4472,0.5477,0.5477
ganadería_N,2.2,2,3,0.8367,0.7071,0
creencia_N,2.4,2.4,2.2,0.5477,0.8944,0.8367
correspondiente_A,2,1.8,1.8,0,0.4472,0.4472
enfermo_N,1,1,2.8,0,0,0.4472
turístico_A,2.8,2.2,3,0.4472,0.8367,0
plataforma_N,1.8,2.4,2.4,0.4472,0.5477,0.5477
clave_N,2,2.4,2.6,0,0.5477,0.5477
ánimo_N,2.4,2.4,2.6,0.5477,0.5477,0.5477
discurso_N,2.2,3,3,0.4472,0,0
internacional_N,2.4,2,2.8,0.5477,0.7071,0.4472
hondo_A,2.2,1.2,3,0.4472,0.4472,0
claramente_R,2.4,1.6,2,0.5477,0.5477,1
obligación_N,1.6,2.4,2.8,0.5477,0.8944,0.4472
sal_N,2.2,2,3,0.8367,1,0
beneficio_N,2.8,2.4,2.2,0.4472,0.5477,0.8367
montañoso_A,2.6,1.8,3,0.8944,1.0954,0
miar_V,2.2,2.4,1.6,0.4472,0.5477,0.8944
sesión_N,2,2,2.2,0,0.7071,0.8367
evidente_A,2,2.2,2.4,0,0.8367,0.5477
retrato_N,2,1.8,3,0.7071,1.0954,0
permiso_N,2,2.4,2.8,0.7071,0.8944,0.4472
destrucción_N,1.4,2.6,3,0.5477,0.5477,0
galería_N,2,2,3,0.7071,0.7071,0
cotidiano_A,2.4,2.6,2.6,0.5477,0.5477,0.8944
limpiar_V,2.4,3,3,0.8944,0,0
autobús_N,1.6,2.4,3,0.5477,0.8944,0
ruina_N,1.6,1.6,3,0.8944,0.8944,0
atribuir_V,1.8,2.2,2,0.4472,1.0954,1
despues_R,2.2,1.8,2.4,0.4472,0.4472,0.8944
biografiar_V,2.4,2.2,2.2,0.5477,0.8367,0.8367
sureste_N,2,2,2.4,0.7071,0.7071,0.8944
danza_N,2.6,2.8,3,0.8944,0.4472,0
mecanismo_N,2.4,3,2.8,0.8944,0,0.4472
cercanía_N,2.8,2,2.6,0.4472,0.7071,0.5477
ficción_N,2.6,2.6,2.8,0.5477,0.5477,0.4472
escupir_V,1.4,3,3,0.5477,0,0
trozo_N,1.8,2.2,3,0.8367,1.0954,0
niño_A,2.8,2.6,3,0.4472,0.5477,0
gastar_V,1.6,2.8,3,0.5477,0.4472,0
instrucción_N,2.4,3,2.6,0.5477,0,0.8944
nacionalista_N,1.8,2,3,0.8367,1,0
espiritual_A,2.4,1,2.8,0.5477,0,0.4472
frecuente_A,2.6,2.2,2.2,0.5477,0.8367,0.8367
muralla_N,2.4,1.4,3,0.5477,0.8944,0
honor_N,2.6,1.6,2.2,0.5477,0.8944,1.0954
empapar_V,1.8,2.2,3,0.8367,0.8367,0
firma_N,2.4,2.8,3,0.5477,0.4472,0
judicial_A,1.2,1.6,2.6,0.4472,0.8944,0.8944
derrota_N,1.2,2.2,3,0.4472,0.8367,0
ira_N,1.2,2.8,2.8,0.4472,0.4472,0.4472
apoderar_V,1.8,2.8,2,0.4472,0.4472,1
regular_A,1.6,1.8,2.2,0.5477,0.4472,0.8367
establecimiento_N,2,1.6,3,0,0.8944,0
morder_V,2,3,3,0,0,0
rango_N,2,1.8,2.4,0,0.8367,0.8944
tranquilidad_N,3,2.4,2.8,0,0.8944,0.4472
derramar_V,1.8,3,3,0.4472,0,0
compromiso_N,2.8,3,2.6,0.4472,0,0.8944
positivo_A,3,3,2.8,0,0,0.4472
brigada_N,1.8,1.8,2.2,0.4472,0.8367,0.4472
bit_N,2.4,2.2,2,0.5477,0.8367,1
cigarro_N,1,1.4,3,0,0.8944,0
aburrir_V,1,1.4,3,0,0.8944,0
empujar_V,1.6,3,3,0.8944,0,0
oración_N,2.6,2.6,3,0.5477,0.8944,0
admitir_V,2.8,3,2.6,0.4472,0,0.5477
rol_N,2.4,3,2.8,0.5477,0,0.4472
insecto_N,1.2,2.6,2.8,0.4472,0.8944,0.4472
atlántico_A,2.8,2.8,3,0.4472,0.4472,0
abundante_A,2.8,2.6,3,0.4472,0.5477,0
orquesta_N,3,3,3,0,0,0
aproximar_V,2.2,2.6,2.6,0.4472,0.5477,0.8944
certeza_N,2.6,2.4,1.8,0.5477,0.5477,0.8367
mediterráneo_A,2.8,2.4,2.6,0.4472,0.8944,0.5477
diablo_N,1.4,2.8,3,0.5477,0.4472,0
extremo_A,1.6,2.4,2.4,0.5477,0.5477,0.8944
talento_N,3,3,2.6667,0,0,0.5164
proveniente_A,2.2,1.8,2.2,0.4472,0.8367,0.8367
empleado_N,1.4,1.8,2.8,0.5477,0.8367,0.4472
naval_A,2,2.4,3,0,0.5477,0
curioso_A,2.8,3,3,0.4472,0,0
tensión_N,1,2,2.8,0,1,0.4472
representativo_A,2,2.4,2.2,0,0.8944,0.8367
noble_A,3,2.6,2.6,0,0.5477,0.5477
cerro_N,2.6,1.2,3,0.5477,0.4472,0
conexión_N,2.8,2.6,2.8,0.4472,0.5477,0.4472
sumergir_V,2,2.6,3,0.7071,0.8944,0
increíble_A,2.6,2.4,3,0.5477,0.8944,0
tibio_A,2.4,1.6,3,0.5477,0.5477,0
artista_A,2.8,3,3,0.4472,0,0
expansión_N,2,2.8,2.6,0,0.4472,0.8944
músico_A,3,3,3,0,0,0
cuerda_N,2,1.8,3,0,0.4472,0
paralelo_A,2,1.8,2.8,0,0.4472,0.4472
arreglar_V,2.8,3,3,0.4472,0,0
anotar_V,2,3,2.8,0,0,0.4472
nuclear_A,1.6,2.6,2,0.8944,0.5477,1
tembloroso_A,1.2,2.4,3,0.4472,0.8944,0
paraíso_N,3,2.2,2.8,0,0.8367,0.4472
comunista_A,2,2.4,2.6,0,0.5477,0.5477
cintura_N,2.2,1.6,3,0.4472,0.5477,0
liderar_V,2.4,3,3,0.5477,0,0
muñeca_N,3,1.2,3,0,0.4472,0
terrestre_A,2.4,1.8,3,0.5477,0.8367,0
equilibrio_N,2.6,2.6,3,0.5477,0.5477,0
salvaje_A,2.4,3,2.8,0.5477,0,0.4472
estrategia_N,2.6,3,2.6,0.5477,0,0.8944
castillo_N,2.8,1.6,3,0.4472,0.8944,0
externo_A,2,1.8,2.8,0,0.4472,0.4472
videojuego_N,2.6,1.8,3,0.5477,1.0954,0
impresión_N,2,2.6,2.4,0,0.5477,0.8944
lista_N,2,1.8,3,0,0.8367,0
aguantar_V,1.2,2.6,2.8,0.4472,0.8944,0.4472
guía_N,2.8,2.8,2.8,0.4472,0.4472,0.4472
listar_V,2,3,2.2,0,0,1.0954
cultivar_V,3,3,3,0,0,0
pozo_N,1.6,1.2,3,0.5477,0.4472,0
prender_V,2,2.2,2.4,0.7071,0.8367,0.8944
acomodar_V,2.6,2.8,2.8,0.5477,0.4472,0.4472
apartar_V,2,2.8,3,0,0.4472,0
circuito_N,2.2,2,2.6,0.4472,0.7071,0.8944
absurdo_A,1.4,1.4,2.6,0.5477,0.5477,0.8944
discutir_V,1.2,3,3,0.4472,0,0
altar_N,2.2,1.6,3,0.8367,0.8944,0
feo_A,1.2,1.4,2.8,0.4472,0.5477,0.4472
fuertemente_R,2.2,2.6,2.2,0.4472,0.5477,0.8367
latín_N,2.2,1.8,1.6,0.4472,0.4472,0.8944
inspiración_N,3,3,2.6,0,0,0.8944
castellano_N,2.2,2.2,3,0.4472,0.4472,0
desvanecer_V,1.6,2.4,2.4,0.5477,0.8944,0.8944
discusión_N,1.4,3,2.8,0.5477,0,0.4472
yacer_V,1.8,1,2.8,0.4472,0,0.4472
gobernador_A,1.8,2.6,3,0.8367,0.5477,0
expulsar_V,1.4,3,2.6,0.5477,0,0.8944
mortal_A,1.4,2.6,2.4,0.5477,0.5477,0.8944
promoción_N,2.8,2.4,2.2,0.4472,0.5477,0.8367
estimar_V,2.4,2.8,2.4,0.5477,0.4472,0.8944
rasgo_N,2.2,1.6,2.6,0.4472,0.5477,0.8944
cita_N,2.4,2.6,2.8,0.5477,0.5477,0.4472
horrible_A,1,2.2,3,0,1.0954,0
fracaso_N,1,1.4,2.4,0,0.8944,0.8944
amenaza_N,1.2,3,3,0.4472,0,0
admirar_V,2.8,2.8,3,0.4472,0.4472,0
varón_N,2.2,2.2,2.8,0.4472,0.4472,0.4472
principal_N,2.4,2.4,2.2,0.5477,0.5477,0.8367
líneo_A,2.2,2.2,2.6,0.8367,0.4472,0.8944
serpiente_N,1.8,2.8,2.8,1.0954,0.4472,0.4472
marqués_N,2.4,2.2,2.6,0.5477,0.8367,0.8944
transferir_V,2.2,2.8,2,0.4472,0.4472,0.7071
emprender_V,3,3,2.6,0,0,0.5477
venganza_N,1,3,3,0,0,0
plazo_N,1.6,2,2.4,0.5477,0.7071,0.8944
reaccionar_V,1.6,3,2.6,0.5477,0,0.5477
conclusión_N,2.2,2.2,2.8,0.4472,0.4472,0.4472
avance_N,3,3,3,0,0,0
complejo_A,2.2,2.4,2.2,0.4472,0.5477,0.8367
rival_N,1,2.8,2.4,0,0.4472,0.8944
atardecer_N,3,1.6,3,0,0.8944,0
barro_N,1.8,1.4,2.8,0.8367,0.5477,0.4472
ansia_N,2,2,2.4,0.7071,1,0.5477
apurar_V,1.4,3,2.8,0.5477,0,0.4472
étnico_A,2.6,2,2.6,0.5477,0,0.5477
librar_V,2.8,3,2.6,0.4472,0,0.8944
dinastía_N,1.8,1.6,2.2,0.4472,0.8944,0.8367
botánico_N,2.8,1.4,2.4,0.4472,0.5477,0.8944
cobrar_V,1.6,2.8,2.6,0.5477,0.4472,0.5477
oficio_N,2.6,3,3,0.5477,0,0
sincero_A,3,3,2.8,0,0,0.4472
querido_N,3,2.6,3,0,0.8944,0
responsable_A,2.6,3,2.8,0.8944,0,0.4472
cazar_V,1.2,3,3,0.4472,0,0
perfume_N,3,2,3,0,1,0
mixto_A,2.4,2,3,0.5477,0.7071,0
pelota_N,1.8,1.8,3,0.4472,1.0954,0
maldito_N,1,2.6,2.6,0,0.8944,0.8944
anhelo_N,3,2.6,2.6,0,0.5477,0.5477
furia_N,1.2,3,3,0.4472,0,0
parado_N,1.6,1.8,3,0.5477,1.0954,0
efectuar_V,2.2,2.8,2.4,0.4472,0.4472,0.5477
santo_N,2.6,2.4,2.8,0.5477,0.8944,0.4472
repartir_V,2.4,3,3,0.5477,0,0
arder_V,1.6,2.2,3,0.8944,1.0954,0
inútil_A,1.2,1.2,3,0.4472,0.4472,0
inicial_A,2,2,2,0,0.7071,0.7071
complicar_V,1,2.6,2.2,0,0.5477,0.4472
vergüenza_N,1.6,1.4,2.8,0.8944,0.8944,0.4472
metálico_A,1.8,1.6,3,0.4472,0.5477,0
agudo_A,1.8,2.6,2.4,0.8367,0.8944,0.8944
fácilmente_R,3,2,2.4,0,1,0.5477
suroeste_A,2.2,1.8,2,0.4472,0.4472,0.7071
vacio_N,1,1.4,2.8,0,0.5477,0.4472
violento_A,1,3,3,0,0,0
perfectamente_R,2.6,2.8,3,0.8944,0.4472,0
intervenir_V,2.8,3,3,0.4472,0,0
cansancio_N,1.4,1.6,3,0.5477,0.8944,0
pecado_N,1.2,2.8,2.8,0.4472,0.4472,0.4472
túnel_N,1.6,1.8,3,0.8944,0.8367,0
teniente_N,1.6,2.8,3,0.5477,0.4472,0
ocupación_N,2.8,3,2.8,0.4472,0,0.4472
mario_N,2.6,2.4,2.6,0.5477,0.5477,0.5477
personal_N,2.4,2.4,2.4,0.8944,0.5477,0.8944
profundar_V,2,3,1.6,0.7071,0,0.8944
mina_N,2.2,1.6,2.8,1.0954,0.5477,0.4472
respectivo_A,2.2,2.4,1.4,0.4472,0.5477,0.5477
lamento_N,1,3,3,0,0,0
productor_A,2.8,3,2.8,0.4472,0,0.4472
timar_V,1.2,3,2.6,0.4472,0,0.5477
consolar_V,2.6,3,3,0.8944,0,0
probable_A,2.2,2.4,2.4,0.8367,0.8944,0.8944
relativo_A,2.2,2,2.4,0.4472,0.7071,0.8944
medieval_A,2.2,1.8,2.4,0.4472,0.8367,0.8944
significativo_A,2.8,3,2,0.4472,0,1
bajo_N,2,2.2,2.8,0.7071,0.8367,0.4472
espacial_A,2.6,1.8,2.2,0.5477,0.8367,0.8367
entraña_N,1,1.6,2.8,0,0.8944,0.4472
dulce_N,3,1.8,3,0,0.8367,0
sigla_N,2.2,1.8,2.6,0.4472,0.8367,0.5477
erigir_V,2.4,2.8,1.8,0.5477,0.4472,0.8367
vídeo_N,2.6,2.2,3,0.5477,0.8367,0
laboratorio_N,1.8,2.8,3,0.8367,0.4472,0
niebla_N,1.8,2.2,3,0.8367,0.8367,0
